,total_voters,null_votes,valid_votes,url,region,voters,unmarked_votes,no_votes_p,yes_votes_p,yes_votes,no_votes,vulner_idx,yes_no_ratio,elec_part,h_affect
CHIRIGUANA,20688,97,6516,http://plebiscito.registraduria.gov.co/99PL/DPL12375ZZZZZZZZZZZZ_L1.htm,CESAR,6698,85,0.4091,0.5908,3850,2666,2,1.44414568565,0.323762567672,0
CHISCAS,3519,40,1330,http://plebiscito.registraduria.gov.co/99PL/DPL07070ZZZZZZZZZZZZ_L1.htm,BOYACA,1405,35,0.4947,0.5052,672,658,0,1.02122498484,0.399261153737,0
CHITA,6331,75,2155,http://plebiscito.registraduria.gov.co/99PL/DPL07073ZZZZZZZZZZZZ_L1.htm,BOYACA,2319,89,0.6004,0.3995,861,1294,2,0.665389740173,0.366292844732,0
CHITAGA,7562,78,2785,http://plebiscito.registraduria.gov.co/99PL/DPL25031ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,2908,45,0.6208,0.3791,1056,1729,1,0.610663659794,0.384554350701,0
CHITARAQUE,5445,19,1606,http://plebiscito.registraduria.gov.co/99PL/DPL07076ZZZZZZZZZZZZ_L1.htm,BOYACA,1654,29,0.599,0.4009,644,962,0,0.669282136895,0.303764921947,0
CHIVATA,2542,7,916,http://plebiscito.registraduria.gov.co/99PL/DPL07077ZZZZZZZZZZZZ_L1.htm,BOYACA,930,7,0.4792,0.5207,477,439,0,1.08660267112,0.365853658537,0
CHIVOLO,13108,39,3555,http://plebiscito.registraduria.gov.co/99PL/DPL21015ZZZZZZZZZZZZ_L1.htm,MAGDALENA,3619,25,0.2047,0.7952,2827,728,0,3.88470933073,0.276090936832,1
CHIVOR,1769,8,638,http://plebiscito.registraduria.gov.co/99PL/DPL07078ZZZZZZZZZZZZ_L1.htm,BOYACA,656,10,0.5924,0.4075,260,378,0,0.687879810939,0.370830977954,0
CHOACHI,11254,70,4615,http://plebiscito.registraduria.gov.co/99PL/DPL15061ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,4713,28,0.6591,0.3408,1573,3042,0,0.517068730086,0.418784432202,0
CHOCONTA,14326,110,5619,http://plebiscito.registraduria.gov.co/99PL/DPL15064ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,5774,45,0.6367,0.3632,2041,3578,0,0.57044133815,0.403043417562,0
CICUCO,9346,21,2938,http://plebiscito.registraduria.gov.co/99PL/DPL05015ZZZZZZZZZZZZ_L1.htm,BOLIVAR,2988,29,0.2913,0.7086,2082,856,0,2.43254376931,0.319708966403,1
CIENAGA,81617,117,17299,http://plebiscito.registraduria.gov.co/99PL/DPL21016ZZZZZZZZZZZZ_L1.htm,MAGDALENA,17804,388,0.5011,0.4988,8629,8670,0,0.995410097785,0.218140828504,1
CIENAGA DE ORO,42082,188,14881,http://plebiscito.registraduria.gov.co/99PL/DPL13013ZZZZZZZZZZZZ_L1.htm,CORDOBA,15211,142,0.3698,0.6301,9377,5504,0,1.70389399676,0.361460957179,0
CIENEGA,3872,16,1198,http://plebiscito.registraduria.gov.co/99PL/DPL07046ZZZZZZZZZZZZ_L1.htm,BOYACA,1233,19,0.5467,0.4532,543,655,0,0.828973843058,0.318440082645,0
CIMITARRA,28154,271,9198,http://plebiscito.registraduria.gov.co/99PL/DPL27045ZZZZZZZZZZZZ_L1.htm,SANTANDER,9548,79,0.5957,0.4042,3718,5480,0,0.678529461138,0.339134758826,0
CIRCASIA,21943,131,9180,http://plebiscito.registraduria.gov.co/99PL/DPL26020ZZZZZZZZZZZZ_L1.htm,QUINDIO,9364,53,0.6358,0.3641,3343,5837,0,0.572664359862,0.426742013398,0
CISNEROS,11434,63,2921,http://plebiscito.registraduria.gov.co/99PL/DPL01091ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3017,33,0.6288,0.3711,1084,1837,0,0.590171755725,0.263862165471,0
CLEMENCIA,10304,17,1736,http://plebiscito.registraduria.gov.co/99PL/DPL05018ZZZZZZZZZZZZ_L1.htm,BOLIVAR,1772,19,0.3398,0.6601,1146,590,0,1.94261330194,0.171972049689,1
COCORNA,12965,81,4653,http://plebiscito.registraduria.gov.co/99PL/DPL01094ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,4864,130,0.646,0.3539,1647,3006,0,0.547832817337,0.375163902815,0
COELLO,7709,34,2645,http://plebiscito.registraduria.gov.co/99PL/DPL29031ZZZZZZZZZZZZ_L1.htm,TOLIMA,2701,22,0.4374,0.5625,1488,1157,0,1.28600823045,0.350369697756,0
COGUA,12927,128,6619,http://plebiscito.registraduria.gov.co/99PL/DPL15043ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,6766,19,0.5945,0.4054,2684,3935,0,0.681917577796,0.523400634331,0
COLOMBIA,6752,26,2383,http://plebiscito.registraduria.gov.co/99PL/DPL19028ZZZZZZZZZZZZ_L1.htm,HUILA,2442,33,0.6005,0.3994,952,1431,2,0.665112406328,0.361670616114,0
COLON,4244,19,1876,http://plebiscito.registraduria.gov.co/99PL/DPL64007ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,1912,17,0.4285,0.5714,1072,804,0,1.33348891482,0.450518378888,0
COLON (GENOVA),6620,127,2607,http://plebiscito.registraduria.gov.co/99PL/DPL23022ZZZZZZZZZZZZ_L1.htm,NARIÑO,2807,73,0.3966,0.6033,1573,1034,0,1.52118003026,0.424018126888,0
COLOSO (RICAURTE),6755,26,2321,http://plebiscito.registraduria.gov.co/99PL/DPL28030ZZZZZZZZZZZZ_L1.htm,SUCRE,2374,27,0.2985,0.7014,1628,693,0,2.34974874372,0.351443375278,0
COMBITA,8585,86,3533,http://plebiscito.registraduria.gov.co/99PL/DPL07049ZZZZZZZZZZZZ_L1.htm,BOYACA,3653,34,0.4109,0.589,2081,1452,0,1.43343879289,0.425509609785,0
CONCEPCION,4893,62,1657,http://plebiscito.registraduria.gov.co/99PL/DPL27046ZZZZZZZZZZZZ_L1.htm,SANTANDER,1884,165,0.6125,0.3874,642,1015,0,0.632489795918,0.385039852851,0
CONCORDIA,10564,16,2592,http://plebiscito.registraduria.gov.co/99PL/DPL21020ZZZZZZZZZZZZ_L1.htm,MAGDALENA,2623,15,0.1315,0.8684,2251,341,0,6.60380228137,0.248296099962,1
CONDOTO,10526,140,3159,http://plebiscito.registraduria.gov.co/99PL/DPL17013ZZZZZZZZZZZZ_L1.htm,CHOCO,3344,45,0.2731,0.7268,2296,863,2,2.66129622849,0.317689530686,0
CONFINES,2348,14,845,http://plebiscito.registraduria.gov.co/99PL/DPL27049ZZZZZZZZZZZZ_L1.htm,SANTANDER,865,6,0.6201,0.3798,321,524,0,0.612481857765,0.368398637138,0
CONSACA,8497,83,3403,http://plebiscito.registraduria.gov.co/99PL/DPL23025ZZZZZZZZZZZZ_L1.htm,NARIÑO,3541,55,0.4213,0.5786,1969,1434,0,1.37336814621,0.416735318348,0
CONTADERO,5544,25,1939,http://plebiscito.registraduria.gov.co/99PL/DPL23028ZZZZZZZZZZZZ_L1.htm,NARIÑO,1987,23,0.4657,0.5342,1036,903,1,1.14709040155,0.358405483405,0
CONTRATACION,2920,30,1316,http://plebiscito.registraduria.gov.co/99PL/DPL27052ZZZZZZZZZZZZ_L1.htm,SANTANDER,1371,25,0.4209,0.579,762,554,0,1.37562366358,0.469520547945,0
CONVENCION,14827,137,3512,http://plebiscito.registraduria.gov.co/99PL/DPL25022ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,3732,83,0.4017,0.5982,2101,1411,0,1.48917102315,0.251702974304,0
COPACABANA,62062,369,24587,http://plebiscito.registraduria.gov.co/99PL/DPL01103ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,25279,323,0.6121,0.3878,9535,15052,0,0.633556608397,0.407318487964,0
COPER,3278,19,1300,http://plebiscito.registraduria.gov.co/99PL/DPL07052ZZZZZZZZZZZZ_L1.htm,BOYACA,1332,13,0.4007,0.5992,779,521,0,1.49538307961,0.40634533252,0
CORDOBA,5090,35,1900,http://plebiscito.registraduria.gov.co/99PL/DPL26025ZZZZZZZZZZZZ_L1.htm,QUINDIO,1960,25,0.541,0.4589,872,1028,0,0.848243992606,0.385068762279,0
COREA DEL SUR,100,0,22,http://plebiscito.registraduria.gov.co/99PL/DPL88275ZZZZZZZZZZZZ_L1.htm,CONSULADOS,22,0,0.0909,0.909,20,2,0,10.0,0.22,0
CORINTO,17445,187,8189,http://plebiscito.registraduria.gov.co/99PL/DPL11022ZZZZZZZZZZZZ_L1.htm,CAUCA,8489,113,0.3077,0.6922,5669,2520,1,2.24959376016,0.486615075953,0
COROMORO,4141,67,1486,http://plebiscito.registraduria.gov.co/99PL/DPL27055ZZZZZZZZZZZZ_L1.htm,SANTANDER,1594,41,0.465,0.5349,795,691,0,1.15032258065,0.384931176044,0
COROZAL,45886,206,17880,http://plebiscito.registraduria.gov.co/99PL/DPL28040ZZZZZZZZZZZZ_L1.htm,SUCRE,18206,120,0.3899,0.61,10907,6973,0,1.5645037189,0.396765898095,0
CORRALES,2228,22,919,http://plebiscito.registraduria.gov.co/99PL/DPL07055ZZZZZZZZZZZZ_L1.htm,BOYACA,955,14,0.556,0.4439,408,511,0,0.798381294964,0.428635547576,0
COSTA RICA,7700,4,1657,http://plebiscito.registraduria.gov.co/99PL/DPL88285ZZZZZZZZZZZZ_L1.htm,CONSULADOS,1661,0,0.5021,0.4978,825,832,0,0.99143596893,0.215714285714,0
COTA,22995,98,9973,http://plebiscito.registraduria.gov.co/99PL/DPL15046ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,10096,25,0.5402,0.4597,4585,5388,0,0.850981118104,0.439051967819,0
COTORRA (BONGO),13988,59,4023,http://plebiscito.registraduria.gov.co/99PL/DPL13014ZZZZZZZZZZZZ_L1.htm,CORDOBA,4112,30,0.3447,0.6552,2636,1387,0,1.90078328982,0.293966256792,0
COVARACHIA,3133,16,1020,http://plebiscito.registraduria.gov.co/99PL/DPL07058ZZZZZZZZZZZZ_L1.htm,BOYACA,1080,44,0.6137,0.3862,394,626,0,0.62929770246,0.344717523141,0
COVEÑAS,10921,41,3833,http://plebiscito.registraduria.gov.co/99PL/DPL28041ZZZZZZZZZZZZ_L1.htm,SUCRE,3898,24,0.4996,0.5003,1918,1915,0,1.0014011209,0.356927021335,0
COYAIMA,17192,81,5485,http://plebiscito.registraduria.gov.co/99PL/DPL29034ZZZZZZZZZZZZ_L1.htm,TOLIMA,5685,119,0.3793,0.6206,3404,2081,0,1.6361718956,0.330677059097,0
CRAVO NORTE,3564,38,1054,http://plebiscito.registraduria.gov.co/99PL/DPL40015ZZZZZZZZZZZZ_L1.htm,ARAUCA,1103,11,0.5977,0.4022,424,630,3,0.672912832525,0.30948372615,0
CUASPUD (CARLOSAMA),7169,37,2627,http://plebiscito.registraduria.gov.co/99PL/DPL23034ZZZZZZZZZZZZ_L1.htm,NARIÑO,2707,43,0.526,0.4739,1245,1382,0,0.900950570342,0.377597991352,0
CUBA,188,0,17,http://plebiscito.registraduria.gov.co/99PL/DPL88290ZZZZZZZZZZZZ_L1.htm,CONSULADOS,17,0,0.0588,0.9411,16,1,0,16.0051020408,0.0904255319149,0
CUBARA,5484,68,1378,http://plebiscito.registraduria.gov.co/99PL/DPL07059ZZZZZZZZZZZZ_L1.htm,BOYACA,1469,23,0.4332,0.5667,781,597,2,1.30817174515,0.267870167761,0
CUBARRAL,4902,30,1987,http://plebiscito.registraduria.gov.co/99PL/DPL52015ZZZZZZZZZZZZ_L1.htm,META,2032,15,0.697,0.3029,602,1385,1,0.434576757532,0.414524683803,0
CUCAITA,3186,30,1226,http://plebiscito.registraduria.gov.co/99PL/DPL07060ZZZZZZZZZZZZ_L1.htm,BOYACA,1264,8,0.4429,0.557,683,543,0,1.2576202303,0.39673571877,0
CUCUNUBA,4708,49,2099,http://plebiscito.registraduria.gov.co/99PL/DPL15049ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2161,13,0.6531,0.3468,728,1371,0,0.53100597152,0.459005947324,0
CUCUTA,542712,3088,241314,http://plebiscito.registraduria.gov.co/99PL/DPL25001ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,245727,1325,0.6536,0.3463,83572,157742,0,0.529834761322,0.45277605802,0
CUCUTILLA,6168,72,2788,http://plebiscito.registraduria.gov.co/99PL/DPL25025ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,2939,79,0.6635,0.3364,938,1850,0,0.507008289375,0.47649156939,0
CUITIVA,1851,19,632,http://plebiscito.registraduria.gov.co/99PL/DPL07061ZZZZZZZZZZZZ_L1.htm,BOYACA,653,2,0.5743,0.4256,269,363,0,0.741076092635,0.352782279849,0
CUMARAL,15494,115,7555,http://plebiscito.registraduria.gov.co/99PL/DPL52020ZZZZZZZZZZZZ_L1.htm,META,7701,31,0.6749,0.325,2456,5099,0,0.48155282264,0.497031108816,0
CUMARIBO,19420,52,3669,http://plebiscito.registraduria.gov.co/99PL/DPL72006ZZZZZZZZZZZZ_L1.htm,VICHADA,3763,42,0.2594,0.7405,2717,952,3,2.85466461064,0.19376930999,0
CUMBAL,23407,216,8506,http://plebiscito.registraduria.gov.co/99PL/DPL23037ZZZZZZZZZZZZ_L1.htm,NARIÑO,8853,131,0.3626,0.6373,5421,3085,1,1.75758411473,0.378220190541,0
CUMBITARA,6203,25,2418,http://plebiscito.registraduria.gov.co/99PL/DPL23039ZZZZZZZZZZZZ_L1.htm,NARIÑO,2462,19,0.1236,0.8763,2119,299,3,7.08980582524,0.396904723521,0
CUNDAY,7208,31,2591,http://plebiscito.registraduria.gov.co/99PL/DPL29037ZZZZZZZZZZZZ_L1.htm,TOLIMA,2648,26,0.5851,0.4148,1075,1516,1,0.708938642967,0.367369589345,0
